"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"t̪ːʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","1","-1","1","-1","1","1","-1","0","1"
"d̪ʷː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","0","1"
"d̪ːʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","1","-1","1","-1","1","1","-1","0","1"
"ʘ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","0","-1"
"k͡p","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ʘ̟","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","0","-1"
"k͡p̟","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ʘ̠","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","0","-1"
"k͡p̠","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ɡ͡b","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ɡ͡b̟","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ɡ͡b̠","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","-1"
"ʘː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","1","0","1"
"k͡pː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","1"
"ɡ͡bː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","0","-1","-1","0","1"
"ʘʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","0","-1"
"k͡pʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ɡ͡bʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","-1"
"ʘːʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","0","1"
"k͡pːʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","1"
"ʘʲː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","1","0","1"
"k͡pʲː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","1"
"ɡ͡bːʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","1"
"ɡ͡bʲː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","-1","-1","-1","0","1"
"k͡pˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","0","-1"
"ʘˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","1","0","-1"
"ɡ͡bˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","0","-1"
"k͡pːˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","0","1"
"ʘːˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","-1","1","0","1"
"ɡ͡bːˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","-1","-1","0","1"
"ʘʷˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"k͡pʷˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"k͡pʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ʘʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"ʘʲʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","0","-1"
"k͡pʲʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʷˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ɡ͡bʲʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","-1"
"ʘʷː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","0","1"
"k͡pʷː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"ʘːʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","1","0","1"
"k͡pːʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"ɡ͡bʷː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"ɡ͡bːʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","0","-1","0","1","1","-1","1","1","-1","0","1"
"pʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"bʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","-1"
"pːʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","1"
"pʲː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","1"
"bːʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","1"
"bʲː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","-1","-1","-1","0","1"
"pˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"bˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","0","-1"
"pːˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","0","1"
"bːˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","-1","-1","0","1"
"pʷˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʲʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʷˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"bʲʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","-1"
"pʷː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"pːʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"bʷː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"bːʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","-1","0","1","1","-1","1","1","-1","0","1"
"ǃ̼","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","0","-1","1","0","-1"
"p͡tʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"b͡dʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","-1"
"p͡tːʲ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","1"
"p͡tʲː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","1"
"b͡dːʲ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","1"
"b͡dʲː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","-1","-1","-1","0","1"
"p͡tˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","0","-1"
"b͡dˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","0","-1"
"p͡tːˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","0","1"
"b͡dːˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","-1","-1","0","1"
"p͡tʷˠ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʲʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʷˠ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"b͡dʲʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","-1"
"p͡tʷː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"p͡tːʷ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"b͡dʷː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"b͡dːʷ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","1","1","-1","1","1","-1","0","1"
"ǀ̼","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","1","1","1","1","1","-1","0","-1","1","0","-1"
"cˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"kˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɡˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"ɟˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","-1"
"cˤː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"kˤː","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"cːˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"kːˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"ɡˤː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"ɟˤː","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"ɡːˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"ɟːˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","0","1"
"cʷˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"kʷˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"qʷˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɡʷˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɟʷˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ɢʷˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","1","1","1","1","-1","0","-1"
"ʈʷˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","0","-1"
"ɖʷˤ","-1","-1","1","-1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","1","1","1","1","-1","0","-1"
"ǂˤ","-1","-1","1","-1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","1","1","1","-1","1","0","-1"
