"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"ⁿb̠⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","-1","-1","-1","-1","-1","1","-1"
"ⁿpː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","-1","-1","-1","-1","-1","1","1"
"ⁿbː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","-1","-1","-1","-1","-1","1","1"
"ⁿp͡t⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡t̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿt̼⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡t̼⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡t̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡t̺⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d̟⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿd̼⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d̼⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d̠⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d̺⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡tː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","1"
"ⁿb͡dː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","-1","-1","-1","-1","1","1"
"ⁿt̪̼⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿp͡t̻⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿd̪̼⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿb͡d̻⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","1","-1","-1","-1","-1","-1","1","-1"
"ⁿqˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","-1"
"ⁿɢˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","-1"
"ⁿqˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","1"
"ⁿqːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","1"
"ⁿɢˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","1"
"ⁿɢːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","1"
"ⁿʈˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1"
"ⁿɖˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","-1"
"ⁿʈˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿʈːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿɖˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿɖːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿtˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","-1"
"ⁿdˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","-1"
"ⁿtˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿtːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿdˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿdːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","1"
"ⁿt̪ˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","-1"
"ⁿd̪ˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","-1"
"ⁿt̪ˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1"
"ⁿt̪ːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1"
"ⁿd̪ˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1"
"ⁿd̪ːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","1","-1","-1","1","1","-1","-1","1","1"
"ⁿpˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","-1"
"ⁿbˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","-1"
"ⁿpˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","1"
"ⁿpːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","1"
"ⁿbˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","1"
"ⁿbːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","1"
"ⁿp͡tˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","-1"
"ⁿb͡dˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","-1"
"ⁿp͡tˤː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","1"
"ⁿp͡tːˤ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","1"
"ⁿb͡dˤː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","1"
"ⁿb͡dːˤ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","1","-1","1","1","-1","-1","1","1"
"ⁿqʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿc⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿc̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿc̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿcʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿkʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɢʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɟʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɟ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɟ̟⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɟ̠⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɡʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","-1"
"ⁿcː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿcːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿkːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿqːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿcʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿkʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿqʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɟː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɡːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɟːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɢːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɡʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɟʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿɢʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","-1","-1","1","1"
"ⁿcᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿkᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿqᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿɡᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿɟᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿɢᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","-1","1","-1","1","-1"
"ⁿcˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿqˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿk⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿk̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿk̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿɟˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿɢˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿɡ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿɡ̟⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿɡ̠⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","-1"
"ⁿkː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿcːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿkːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿqːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿɡː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿɡːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿɟːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿɢːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","-1","-1","1","1"
"ⁿcʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿkʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿqʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿkʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿcʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿqʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿcʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿkʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿqʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɡʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɟʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɢʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɡʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɟʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɢʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɟʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɡʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿɢʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","-1"
"ⁿcʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿkʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿqʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿcːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿkːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿqːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɡʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɟʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɢʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɡːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɟːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿɢːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","-1","0","-1","1","-1","1","1","-1","1","1"
"ⁿǂ̺⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿʈʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿɖʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿʈːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿʈʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿɖːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿɖʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿʈᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1"
"ⁿɖᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","-1","1","-1","1","-1"
"ⁿʈˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"ⁿɖˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","-1"
"ⁿʈːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1"
"ⁿɖːˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","-1","-1","1","1"
"ⁿʈʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿʈʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿʈʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿɖʷˠ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿɖʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿɖʲʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","-1"
"ⁿʈʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿʈːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿɖʷː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿɖːʷ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","-1","1","-1","-1","1","-1","1","1","-1","1","1"
"ⁿǂ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǂ̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǂ̻⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǂ̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","-1"
"ⁿǂː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","0","-1","1","1","1"
"ⁿǂʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","-1"
"ⁿǂːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","1"
"ⁿǂʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","-1","-1","1","1","1"
"ⁿǂᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","-1","1","1","1","-1"
"ⁿǂˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","-1"
"ⁿǂːˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","-1","1","1","1"
"ⁿǂʷˠ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿǂʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿǂʲʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","-1"
"ⁿǂʷː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","1"
"ⁿǂːʷ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","-1","1","1","-1","1","-1","1","1","1","1","1"
"ⁿǃ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿǃ̟⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿǃ̠⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿǃ̺⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿǀ̺⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","-1"
"ⁿǃː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","0","-1","1","1","1"
"ⁿtʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿǃʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","-1"
"ⁿdʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","-1"
"ⁿǃːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","1"
"ⁿtːʲ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿǃʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","1","1","1"
"ⁿtʲː⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿdːʲ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿdʲː⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","-1","-1","-1","1","1"
"ⁿǃᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","1","1","-1"
"ⁿtᶣ⁺","-1","0","1","-1","-1","-1","0","0","-1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1"
"ⁿdᶣ⁺","-1","0","1","-1","-1","-1","0","0","1","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","1","-1"
