"Glottocode","ISO","Lect","lon","lat","Family","Type","Author","Year","Title","Publisher","School","Booktitle","Editor","Journal","Pages","Volume","Number","Edition","Phoneme","Tone","Onset","Nucleus","Coda","Note"
"slov1269","slk","Slovak",18.78479,48.545705,"Indo-European","BOOK","Boisserie, Etienne and Jamborová, Diana and Křečková, Vlasta","2009","Parlons Slovaque: Une langue slave [Let's speak Slovak: A Slavic language]","L'Harmattan",,,,,,,,,"p b t d c ɟ k ɡ m n ɲ f v s z ʃ ʒ x ɦ t͡s d͡z t͡ʃ d͡ʒ r rː j l lː ʎ i̞ ɛ a ɔ u̞ i̞ː ɛː aː ɔː u̞ː æ ɪ ʊ","-","?","i̞ ɛ a ɔ u̞ i̞ː ɛː aː ɔː u̞ː æ ɪa ɪɛ ɪu̞ ʊɔ r l rː lː","?",
"slov1268","slv","Slovenian",14.7766,46.2543,"Indo-European","INCOLLECTION","Priestly, Tom M. S.","1993","Slovene","Routledge",,"The Slavonic languages","Comrie, Bernard and Corbett, Greville G.",,"388----451",,,,"i e ɛ ə a ɔ o u p b t d k ɡ f v s z ɕ ʑ x t͡s t͡ɕ d͡ʑ m n j r l","H L","?","?","?",
"sher1255","xsr","Solu-Khumbu Sherpa",86.9994,27.674,"Sino-Tibetan","PHDTHESIS","Graves, Thomas E.","2007","A Grammar of Hile Sherpa",,"State University of New York at Buffalo",,,,,,,,"p t ʈ c k pʰ tʰ ʈʰ cʰ kʰ b d ɖ ɟ ɡ m n ɲ ŋ t͡s c͡ç t͡sʰ c͡çʰ d͡z ɟ͡ʝ s ç h l̥ l ɾ̥ ɾ w j i u e o ɛ ɔ a ʌ ĩ ũ ẽ õ ɛ̃ ɔ̃ ã ʌ̃","H HF L LR","# p pʰ b m w t tʰ d n l̥ l t͡s t͡sʰ d͡z s ɾ̥ ɾ ʈ ʈʰ ɖ c cʰ ɟ ɲ c͡ç c͡çʰ ɟ͡ʝ c͡ç j k kʰ ɡ ŋ h","i u e o ɛ ɔ a ʌ ĩ ũ ẽ õ ɛ̃ ɔ̃ ã ʌ̃","# p m t n l ɾ ʈ k",
"sora1254","srb","Sora",84.19,19.1213,"Austroasiatic","BOOK","Mishra, K. C. and Dash, Jagannath","1994","Saura Language (Saura Grammar & Dictionary)","Institute of Orissan Culture",,,,,,,,,"i u e o a p t k b d ɡ t͡s ɟ͡ʝ s ɾ l m n ɲ ŋ w j ʔ","-","# p t k b d ɡ t͡s ɟ͡ʝ s ɾ l m n ɲ w j","i u e o a ai ui oi","# p t k b d ɡ ɟ͡ʝ s ɾ l m n ɲ ŋ w j ʔ",
"sout2697","azb","South Azerbaijani",48.4302,36.5137,"Turkic","BOOK","Lee, Sooman Noah","2008","A Grammar of Iranian Azerbaijani","Thaehaksa",,,,,,,,,"p t k q b d ɡ t͡ʃ d͡ʒ f s ʃ x h v z ʒ ɣ m n l ɾ j i y ɨ u e ɛ œ ɑ ɔ","-","# p t k q b d ɡ t͡ʃ d͡ʒ f s ʃ x h v z ʒ m n l ɾ j","i y ɨ u e ɛ œ ɑ ɔ","# p t k q b d ɡ t͡ʃ d͡ʒ f s ʃ x h v z ʒ ɣ m n l ɾ j","/ɣ/ does not appear word-initially. Here it is assumed that it also does not appear as an word-internal onset."
"sout3123","ajp","South Levantine Arabic",38.0837,31.5601,"Afro-Asiatic","BOOK","Kimary N. Shahin","1995","Rural Palestinian Arabic","Lincom",,,,,,,,,"b bˤ t tˤ d k q ʔ r rˤ f θ ð ðˤ s sˤ z ɕ t͡ɕ d͡ʑ χ ʁ ħ ʕ h m mˤ n l lˤ w j i iː e eː æ æː o oː u uː","-","# C CC","i iː e eː æ æː o oː u uː ai au l m n","# C CC","``Uvularized'' is interpreted as pharyngealized. The ``voiceless post-velar, pre-uvular stop'' <K> (p. 8) is interpreted as the voiceless uvular stop."
"sout2674","sma","South Saami",13.7006,62.8801,"Uralic","PHDTHESIS","Kowalik, Richard","2023","Towards a grammar of spoken South Saami",,"Stockholm University",,,,,,,,"p t k t͡ʃ f v s ʃ h m n ŋ r l j i iː u uː e eː ø o æ a aː","-","# C CC CCC","i iː u uː e eː ø o æ a aː","# C CC CCC",
"para1301","prk","South Wa",99.375,22.8658,"Austroasiatic","BOOK","Yamada 山田, Atsushi 敦士","2020","Parauku wago パラウク・ワ語 [Parauk Wa]","Kuroshio Shuppan くろしお出版",,,,,,,,,"p pʰ t tʰ t͡ɕ t͡ɕʰ k kʰ ʔ ⁿb b̤ ⁿd d̤ ⁿd͡ʑ d͡ʑ̤ ⁿɡ ɡ̤ m m̥ n n̥ ɲ ɲ̥ ŋ ŋ̥ v v̤ s ɦ j j̥ ɹ ɹ̥ l l̥ i ɯ u e ɤ o ɛ ɔ ɐ","-","p pʰ t tʰ t͡ɕ t͡ɕʰ k kʰ ʔ ⁿb b̤ ⁿd d̤ ⁿd͡ʑ d͡ʑ̤ ⁿɡ ɡ̤ m m̥ n n̥ ɲ ɲ̥ ŋ ŋ̥ v v̤ s ɦ j j̥ ɹ ɹ̥ l l̥ pl pɹ pʰl pɹ bl bɹ b̤l b̤ɹ kl kɹ kʰl kʰɹ ɡl ɡɹ ɡ̤l ɡ̤ɹ","i ɯ u e ɤ o ɛ ɔ ɐ iu ɯi ui iɐ ɤi uɐ io iɔ oi ɔi ɐi ɐɯ ɐu","# p t t͡ɕ k ʔ m n ɲ ŋ ɦ",
"sout2672","psi","Southeast Pashayi",70.592042,34.66597,"Indo-European","PHDTHESIS","Lehr, Rachel","2014","A descriptive grammar of Pashai: The language and speech community of Darrai Nur",,"University of Chicago",,,,,,,,"p t ʈ k b d ɖ ɡ m n ɳ ŋ r ɾ ɽ s ʂ z ʃ ʒ x ɣ t͡ʃ d͡ʒ ɬ ʋ j l a aː e eː i o oː u","R","# ʔ p t ʈ k b d ɖ ɡ m n r ɾ s ʂ z ʃ ʒ x ɣ t͡ʃ d͡ʒ ɬ ʋ j l","a aː e eː i o oː u ao aːi ai oi ou","# p t ʈ ɽ k t͡ʃ s ʃ x m n ɳ ŋ l ɬ r ɽ ʋ j nt͡ʃ nd͡ʒ","Nasal + affricate is the only possible word-final consonant cluster. As the word-medial nasal + oral clusters presented in p. 113 are homoorganic, I assume that the possible word-final nasal + affricate clusters are /nt͡ʃ nd͡ʒ/. As no triconsonantal word-medial clusters were given, I assume that there are no word-medial coda clusters."
"sout2694","alt","Southern Altai",86.8705,50.1347,"Turkic","BOOK","Dyrenkova Дыренкова, N. P. Н. П.","1940","Grammatika ojrotskogo jazyka Грамматика ойротского языка [Grammar of the Oirot language]","Izdatel'stvo Akademii Nauk SSSR Издательство Академии Наук СССР",,,,,,,,,"u ɯ y i o ø e a uː ɯː yː iː oː øː eː aː t͡s q k c t p ɡ d b s̪ s ʝ z̪ z ɬ r ŋ n m","-","# t͡s k c t ɡ d b s̪ s ʝ z̪ z ɬ r ŋ n m","u ɯ y i o ø e a uː ɯː yː iː oː øː eː aː","# t͡s k t p d s̪ s ɬ r n m rt rs rt͡s","It is uncertain whether all short vowels have long counterparts. Here it is assumed they do. The onset/coda restrictions are inferred from word-initial/medial/final examples."
"sout2954","ams","Southern Amami-Oshima",129.285,28.1955,"Japonic","PHDTHESIS","Niinaga, Yuto","2014","A grammar of Yuwan, a northern Ryukyuan language",,"University of Tokyo",,,,,,,,"p t k tˀ kˀ b d ɡ t͡s t͡sˀ s h z m n mˀ nˀ r w wˀ j jˀ i ɨ u ə o a","-","# p t k tˀ kˀ b d ɡ t͡s t͡sˀ s h z m n mˀ nˀ r w wˀ j jˀ pj bj kj kˀj ɡj t͡sj t͡sˀj sj zj hj mj nj nˀj kˀw kw hw","i ɨ u ə o a aa ai uu ui ii ɨi ɨɨ əi əə oi oo","# p t k tˀ kˀ b d ɡ t͡s t͡sˀ s z m n mˀ nˀ w wˀ j jˀ",
"kach1280","kac","Southern Jinghpaw",97.3278,25.4634,"Sino-Tibetan","BOOK","Liu 刘, Lu 璐","1984","Jingpo-zu yuyan jianzhi (jingpoyu) 景颇族语言简志(景颇语) [Description of the language of the Jingpho people (Jinpho language)]","National Minorities Publ.",,,,,,,,"1","p pʰ m w f t tʰ s t͡s t͡sʰ n l ʃ ʒ t͡ʃ t͡ʃʰ j k kʰ x ŋ ʔ pʲ kʲ mʲ ŋʲ pʰʲ kʰʲ ɻ i e a o u ḭ ḛ a̰ o̰ ṵ","55 31 33","# p pʰ m w f t tʰ s t͡s t͡sʰ n l ʃ ʒ t͡ʃ t͡ʃʰ j k kʰ x ŋ ʔ pʲ kʲ mʲ ŋʲ pʰʲ kʰʲ pɻ kɻ pʰɻ kʰɻ","i e a o u ḭ ḛ a̰ o̰ ṵ ua ia n","# i u m n ŋ p t k ʔ","/pɻ kɻ pʰɻ kʰɻ/ are analyzed as biconsonantal onsets, contrary to the source's analysis, as /ᶈ ᶄ ᶈʰ ᶄʰ/ are absent in PanPhon."
"sout2640","sdh","Southern Kurdish",46.5976,32.8977,"Indo-European","PHDTHESIS","Fattah, Ismaïl Kamandar","1988","Dialectes kurdes du Sud: étude linguistique du dialecte kirmanshâhî-faylî (kalhorî, kirmanshâh, khânaqînî, bayray-shîrwânî, malikshây-arkowâzî) [South Kurdish dialects: linguistic study of the Kirmanshâhî-faylî dialect (kalhorî, kirmanshâh, khânaqînî, bayray-shîrwânî, malikshây-arkowâzî)]",,"Université de Paris 7 - Dénis Diderot",,,,,,,,"b p d t t͡ɕ d͡ʑ ɡ k q f z s ʑ ɕ l lˠ ɾ r m n ɲ ŋ w ɥ j i ɨ ʉ u ʊ ɪ ɛ ɐ ɑ","-","?","i ɨ ʉ u ʊ ɪ ɛ ɐ ɑ ɑj ɐj uj ij ɪj ʉj ɛj ɑʉ ɐʉ ɑw iw ɪw ɛw","?","It wasn't clear what the ``bilabiale continue centrale sonore [voiced central continuant bilabial]'' (p. 173) refers to. Based on its description, I interpret it as /ɥ/."
"sout2649","pbt","Southern Pashto",68.25,37.17,"Indo-European","BOOK","Anne Boyle David","2013","Descriptive Grammar of Pashto and its Dialects","De Gruyter Mouton",,,,,,,,,"i eː ə a aː oː u w j l r ɽ m n ɳ p b t d ʈ ɖ k ɡ s z ɕ ʑ ʂ ʐ x ɣ h","-","# w j l r ɽ m n ɳ p b t d ʈ ɖ k ɡ s z ɕ ʑ ʂ ʐ x ɣ h wr wɽ wl rɣ lw lm lɣ mr mɽ ml mn nʂ nʐ nɣ pr pɽ pl ps pɕ pʂ tw tr tɽ tl ts tɕ ʈw kw kr kɽ kl kʂ br bɽ bl dw dr dɽ dz dʑ ɡw ɡr ɡɽ ɡz sw sr sɽ sm sp st sʈ sk sx ɕw ɕr ɕɽ ɕl ɕm ɕn ɕp ɕt ɕk ɕx ʂw ʂk xw xr xɽ xl xp zw zɽ zm zb zd zɡ zɣ ʐm ʐb ʐd ɣw ɣr ɣɽ ɣɽ ɣl mdz ndr ndʑ nɣw tsw tsr tsk tsx tɕɽ dzw dzɣ skw sxw ɕxw xwr xwl xwd","i eː ə a aː oː u aj aw aːj aːw əj əw uj əi","# w j l r ɽ m n ɳ p b t d ʈ ɖ k ɡ s z ɕ ʑ ʂ ʐ x ɣ","``Initial clusters'' interpreted as onset clusters."
"sout2729","pmj","Southern Pumi",100.622,27.8408,"Sino-Tibetan","BOOK","Jiang 蔣, Ying 颖","2015","Dayang pumiyu cankao yufa 大羊普米语參考语法 [Reference grammar of Dayang Pumi]","Zhongguo Shehui Kexue Chubanshe 中国社会科学出版社",,,,,,,,,"p pʰ b t tʰ d ʈ ʈʰ ɖ k kʰ ɡ q qʰ t͡s t͡sʰ d͡z ʈ͡ʂ ʈ͡ʂʰ ɖ͡ʐ t͡ʃ t͡ʃʰ d͡ʒ m m̥ n n̥ ŋ l ɬ f v s z ʂ ʐ ʃ ʒ ʃ̠ ʒ̠ x ɦ w j a ɑ i ə ɯ o e ɛ u ʉ y","55 24 31 51","# p pʰ b t tʰ d ʈ ʈʰ ɖ k kʰ ɡ q qʰ t͡s t͡sʰ d͡z ʈ͡ʂ ʈ͡ʂʰ ɖ͡ʐ t͡ʃ t͡ʃʰ d͡ʒ m m̥ n n̥ ŋ l ɬ f v s z ʂ ʐ ʃ ʒ ʃ̠ ʒ̠ x ɦ w j fp fpʰ vb st stʰ zd xk xkʰ ɣɡ ʃt͡ʃ ʃt͡ʃʰ ʒd͡ʒ pʒ pʰʒ bʒ pʐ pʰʐ bʐ mʐ pj pʰj bj","z a ɑ i ə ɯ o e ɛ u ʉ y iɑ iɑo ie iɛ iu ei ua uɑ ui ue uɛ əu ɑo yɑ ye yɛ yo yu iə","# n ŋ","The ``舌叶前 [prelaminal]'' and ``舌叶后 [postlaminal]'' fricatives (pp. 11-12) are transcribed as /ʃ ʒ/ and /ʃ̠ ʒ̠/, respectively."
"sout2728","qxs","Southern Qiang",103.384,31.5392,"Sino-Tibetan","PHDTHESIS","Zheng, Wuxi","2016","A Grammar of Longxi Qiang",,"National University of Singapora",,,,,,,,"p t k q pʰ tʰ kʰ qʰ b d ɡ t͡s ʈ͡ʂ t͡ɕ t͡sʰ ʈ͡ʂʰ t͡ɕʰ d͡z d͡ʑ f s ʂ ɕ χ v z ʁ m n ɳ ŋ m̥ ŋ̥ l ɹ i y u e o ə ə˞ a a˞","55 33/31 213 51","# p t k q pʰ tʰ kʰ qʰ b d ɡ t͡s ʈ͡ʂ t͡ɕ t͡sʰ ʈ͡ʂʰ t͡ɕʰ d͡z d͡ʑ f s ʂ ɕ χ v z ʁ m n ɳ ŋ m̥ ŋ̥ l ɹ","i y u e o ə ə˞ a a˞ ai ei ou ie ia io iau iua iou ue ua uei uai ya ye","# n ŋ",
"sout2732","nre","Southern Rengma Naga",94.6853,26.1178,"Sino-Tibetan","PHDTHESIS","Longmailai, Monali","2014","The Morphosyntax of Dimasa",,"North-Eastern Hill University",,,,,,,,"pʰ tʰ kʰ ʔ b d ɡ m n ŋ ʃ h d͡ʒ ɾ l w j i u e o ə a","H M L","# pʰ tʰ kʰ b d ɡ m n ʃ h d͡ʒ ɾ l w j pʰɾ bɾ tʰɾ kʰɾ ɡɾ pʰl bl kʰl ɡl","i u e o ə a ai ei oi ou au ui","# pʰ kʰ ʔ b ɡ m n ŋ ʃ ɾ",
"sout2750","yux","Southern Yukaghir",154.375,64.218,"Yukaghir","BOOK","Maslova, Elena","2003","A Grammar of Kolyma Yukaghir","Mouton de Gruyter",,,,,,,,,"p t d k ɡ q c͡ç ɟ͡ʝ ʃ ʒ ʁ m n ɲ ŋ l ʎ r w j i iː u uː e eː ø øː a aː o oː","-","# C","i iː u uː e eː ø øː a aː o oː","# C jL jN jt jk",
"sout3261",,"Southwestern Dargwa",47.565486,41.977226,"Nakh-Daghestanian","BOOK","Forker, Diana","2020","A grammar of Sanzhi Dargwa","Language Science Press",,,,,,,,,"p b pʼ pː t d tʼ tː k ɡ kʼ kʷ ɡʷ kʼʷ kː kːʷ q qʼ qʷ qʼʷ qːʷ ʡ ʔ s z sː ʃ ʒ ʃː x xʷ xː χ ʁ χʷ ʁʷ χː χːʷ ħ h t͡s t͡sʼ t͡sː t͡ʃ t͡ʃʼ t͡ʃː m n r l w j i u uˤ e a aˤ","-","# p b pʼ pː t d tʼ tː k ɡ kʼ kʷ ɡʷ kʼʷ kː kːʷ q qʼ qʷ qʼʷ qːʷ ʡ ʔ s z sː ʃ ʒ ʃː x xʷ xː χ ʁ χʷ ʁʷ χː χːʷ ħ h t͡s t͡sʼ t͡sː t͡ʃ t͡ʃʼ t͡ʃː m n r l w j","i u uˤ e a aˤ","# p b pʼ t d tʼ k ɡ kʼ kʷ ɡʷ kʼʷ q qʼ qʷ qʼʷ ʡ ʔ s z ʃ ʒ x xʷ χ ʁ χʷ ʁʷ ħ h t͡s t͡sʼ t͡ʃ t͡ʃʼ m n r l w j st rT lT nT mT jT bT",
"stan1288","spa","Spanish",-1.11788,40.4414,"Indo-European","BOOK","Clegg, J. Halvor and Fails, Willis C","2018","Manual de fonética y fonología españolas [Manual of Spanish phonetics and phonology]","Routledge",,,"Klee, Carol",,,,,,"p b t d k ɡ f s ʝ x c͡ç m n ɲ l ɾ r i u e o a","-","# i u p b t d k ɡ f s ʝ x c͡ç m n ɲ l ɾ r pl kl bl ɡl fl pɾ tɾ kɾ bɾ dɾ ɡɾ fɾ CV CCV","i e a o u","# i u m n ɲ ɾ r p b t d k ɡ f s l ms ns ɲs ɾs rs bs ds ks iC uC iCC uCC",
"sril1245","sci","Sri Lanka Malay",79.864,6.91603,"Austronesian","PHDTHESIS","Nordhoff, Sebastian","2009","A Grammar of Upcountry Sri Lanka Malay",,"Universiteit van Amsterdam",,,,,,,,"i u e ə o a p t̪ t c k b d̪ d ɟ ɡ ⁿb ⁿd ⁿɟ ⁿɡ m n ɲ ŋ s h ʋ j r l","-","# p t̪ t c k b d̪ d ɟ ɡ ⁿb ⁿd ⁿɟ ⁿɡ m n ɲ ŋ s h ʋ j r l pr pl pʋ pj t̪r t̪l cr cl kr kl kʋ br bl bʋ bj d̪r d̪l ɟr ɟl ɡr ɡl sC","i u e ə o a","# p t̪ k m n ɲ ŋ f s z j r l","The source lists /f ʃ ʒ/ as xenophones in the consonant inventory table but does not discuss it further as phonemes. Personal communication with the author has informed me that prenasalized stops are not permitted at coda position."
"stan1318","arb","Standard Arabic",43.8525,27.9625,"Afro-Asiatic","BOOK","Ryding, Karin C.","2005","A Reference Grammar of Modern Standard Arabic","Cambridge University Press",,,,,,,,,"i iː u uː a aː b t tˠ d dˠ k q ʔ ɟ͡ʝ f θ ð ðˠ s sˠ z ç x ɣ ħ ʕ h m n l ɾ w j","-","C","i iː u uː a aː","# C CC",
"stan1306","zsm","Standard Malay",101.699,3.08896,"Austronesian","INCOLLECTION","Tadmor, Uri","2018","Malay-Indonesian","Routledge",,"The World's Major Languages","Comrie, Bernard",,"809----837",,,"2","b d d͡ʑ ɡ p t t͡ɕ k m n ɲ ŋ l r s h w j i u e ə o a","-","b d d͡ʑ ɡ p t t͡ɕ k ʔ m n ɲ ŋ l r s h w j","i u e ə o a","# p t t͡ɕ k m n ŋ l r s h w j","Same as Indonesian."
"horp1239","ero","Stau-Dgebshes",101.72,31.1026,"Sino-Tibetan","PHDTHESIS","Honkasalo, Sami","2019","A grammar of Eastern Geshiza: A Culturally Anchored Description",,"University of Helsinki",,,,,,,,"p t k q pʰ tʰ kʰ qʰ b d ɡ t͡s t͡ɕ ʈ͡ʂ t͡sʰ t͡ɕʰ ʈ͡ʂʰ d͡z d͡ʑ ɖ͡ʐ f s ɕ x sʰ ɕʰ v z ʑ ɣ m n ɲ ŋ w l r j i e æ a ɔ o u ə ɨ ɛ","-","# p t k q pʰ tʰ kʰ qʰ b d ɡ t͡s t͡ɕ ʈ͡ʂ t͡sʰ t͡ɕʰ ʈ͡ʂʰ d͡z d͡ʑ ɖ͡ʐ f s ɕ x sʰ ɕʰ v z ʑ ɣ m n ɲ ŋ w l r j np npʰ nb nt ntʰ nd nk nkʰ nɡ nq nqʰ nt͡s nt͡ɕ nʈ nʈ͡ʂ nt͡sʰ nt͡ɕʰ nʈ͡ʂʰ nd͡z nd͡ʑ nɖ͡ʐ ns nsʰ nɕ nɕʰ nx nv nw nz nl nʑ nr nj nɣ nw mn mɲ mt mtʰ md mk mkʰ mɡ mqʰ rm rn rɲ rŋ rb rt rtʰ rd rk rkʰ rɡ rq rqʰ lm lŋ lp lpʰ lb lt ltʰ ld lk lkʰ lɡ lq lqʰ wm wn wɲ wp wpʰ wb wtʰ wd vt vtʰ vd vk vkʰ vɡ vq vqʰ sm sn sɲ sŋ sp spʰ zb st stʰ zd sk skʰ zɡ sq sqʰ mt͡s mt͡sʰ md͡z mt͡ɕ mt͡ɕʰ md͡ʑ rt͡s rt͡sʰ rd͡z rt͡ɕ rt͡ɕʰ rd͡ʑ rv rz lt͡s lt͡sʰ ld͡z lt͡ɕ lt͡ɕʰ ld͡ʑ lʈ͡ʂ lv wt͡s wt͡sʰ wd͡z wt͡ɕ wt͡ɕʰ wd͡ʑ wʈ͡ʂ wʈ͡ʂʰ wv ws wsʰ wz wɕ vt͡s vt͡sʰ vd͡z vt͡ɕ vt͡ɕʰ vd͡ʑ vɖ͡ʐ vs vsʰ vz vɕ st͡ɕ st͡ɕʰ zd͡ʑ zv xt͡ɕ rɣ lx lɣ wɕʰ wʑ vɕʰ vʑ vx vɣ sx zɣ pr pʰr br kr kʰr ɡr qr qʰr vr sr zr ɣr wr bl ɡl ql qʰl vl sl zl ɣl rl wl pj pʰj bj tj tʰj dj kj kʰj vj sj sʰj zj ɣj rj lj wj nkr nkʰr nɡr nzr nql nqʰl ntj ntʰj ndj nsj nsʰj nzj mpr mpʰr mbr mkʰr mɡr mbl vkr vkʰr vɡr vqr vqʰr vql vqʰl vkj vkʰj vzj spr spʰr zbr skr skʰr zɡr sqr sqʰr zbl sql sqʰl spj spʰj zbj stj stʰj zdj lpʰj ltj ltʰj xp xpʰ xt xtʰ xt͡s xt͡sʰ xt͡ɕ xt͡ɕʰ xs xsʰ xɕ xɕʰ ɣm ɣn ɣɲ ɣb ɣd ɣv ɣz ɣʑ","i e æ a ɔ o u ə ɨ ɛ ui ue uæ ua uə uo uɔ əu uəu","# n ŋ l r","The archiphoneme <N> occuring in NC clusters is transcribed as /n/. Although the archiphoneme is realized as the homoorganic nasal to the obstruent ([mp nt ŋk ɴq ɳʈ͡ʂ ...]), given that it is realized as [n] in [nv nw] and not *[ɱ], [n] seems to be most unmarked form."
"suii1243","swi","Sui",106.563,24.0488,"Tai-Kadai","PHDTHESIS","Wei 韦, Xuechun 学纯","2011","Shuǐyǔ miáoxiě yánjiū 水语描写研究 [A description of the Sui]",,"Normal University of Shanghai 上海师范大学",,,,,,,,"p pʰ ⁿb ɓ m̥ m f v t tʰ ⁿd ɖ n̥ n l t͡s t͡sʰ s z c cʰ ɲ̥ ɲ ɕ j k kʰ ŋ̥ ŋ ɣ q qʰ ʁ ʔ h i e a o u ə aː","11 31 33 53 35 24 55 55C 35C 31C","p pʰ ⁿb ɓ m̥ m ʔm f v ʔv t tʰ ⁿd ɖ n̥ n ʔn l t͡s t͡sʰ s z c cʰ ɲ̥ ɲ ʔɲ ɕ j ʔj k kʰ ŋ̥ ŋ ʔŋ ɣ ʔɣ q qʰ ʁ ʔ h pj pʰj ⁿbj ɓj m̥j mj ʔmj fj vj tj tʰj ⁿdj ɗj n̥j nj ʔnj lj t͡sj t͡sʰj sj t͡sw sw lw kw kʰw ŋw ʔŋw ɣw","i e a o u ə aː z aːi ai oi ui uə iu eu aːu au uən uei","# p t k m n ŋ","``Alveolo-palatal'' plosives transcribed as palatal /c cʰ ɟ ɟʰ/."
"sunw1242","suz","Sunwar",86.2476,27.5201,"Sino-Tibetan","PHDTHESIS","Rapacha, Lal B.","2005","A descriptive grammar of Kirānti-Kõits",,"Jawaharlal Nehru University",,,,,,,,"i ĩ ɛ ɛ̃ ə a ã u ũ o õ p t t͡s ʈ k ʔ pʰ tʰ ʈʰ kʰ b d d͡z ɡ s ç h m n ŋ r l w j","-","# p t t͡s ʈ k ʔ pʰ tʰ ʈʰ kʰ b d d͡z ɡ s ç h m n ŋ r l w j bl br bj ɡl ɡr ɡj kl kr kj kʰl kr d͡zr pl pr pʰl pʰr çr","i ĩ ɛ ɛ̃ ə a ã u ũ o õ oi ui əi əɛ ai ɛi ɛu əu au iu õi ãi əĩ uĩ","# p t t͡s ʈ k ʔ pʰ tʰ ʈʰ kʰ b d d͡z ɡ s ç m n ŋ r l w ŋɡ ŋs lt͡s lb mt͡s mb md mt md͡z pt͡s pt pn rt͡s rb ɡr ɡs ɡç ɡn",
"swed1254","swe","Swedish",17.389526,59.800634,"Indo-European","BOOK","Riad, Tomas","2013","The Phonology of Swedish","Oxford University Press",,,,,,,,,"i y ʉ u e o ɛ ø ɑ p t k b d ɡ f s ʂ ɕ h v ʝ m n ŋ l r","H","# p t k b d ɡ f s ʂ ɕ h v ʝ m n l r sl sv sn sm st sp sk sf tr tv dr dv fj fr fl fn vr pj pr pl bj br bl kr kl kn ɡr ɡl ɡn nj mj spr spl spj str skr skv","i y ʉ u e o ɛ ø ɑ ɑʉ eʉ","# p t k b d ɡ f s ʂ v ʝ m n ŋ l r rl rn rd rt rs rʂ ln ld lt ls nd nt ns nʂ ds ts tʂ st ʂt ʂs ʝn jd jt js ŋn ŋd ŋt ŋs ɡd ɡt ɡs ɡd ɡt ɡs kt ks mn md mt ms vd vt vs bt bs pt ps ft fs rʝ rɡ rk rm rv rb rp rf lʝ lk lm lv lb lp lf nʝ tm sk sm sp ʝk ʝm ʝv ʝp ʝf ŋk ɡm mj mʝ mb mp mf rmt mnt mns rms rvt mʝt mʝs rvs rʝt mbs rʝs rbt mds rbs rɡs ŋnt ŋns lms ŋds lns nʝt nʝs lvt nds lvs lʝt vds lʝs lbs ʝds lds ɡds rpt rps lts ŋks nts ŋst rkt rks ŋkt nʂs rft rfs ʝst rʂs kst lft lfs rkt lpt lps nst lks lst mst vst ɡst lsk bsk dsk ʝfs ʝps ʝks ʝts mfs mts mps ŋts vts bts ɡts fst fts pst pts psk tʂs tsk kts sts sps skt sks ʂts CCCC CCCCC CCCCCC","Word-initial and word-final clusters interpreted as onset and coda clusters."
"taba1259","tab","Tabasaran",47.8379,42.0198,"Nakh-Daghestanian","BOOK","Alekseev Алексеев, Mixail Михаил and Shixalieva Шихалиева, Sabrina Сабрина","2003","Tabasaranskij jazyk Табасаранский язык [Tabasaran language]","Academia",,,,,,,,,"i y u uˤ e a aˤ pʰ p b pʼ ɸ β m tʰ t d tʼ t̪͡s̪ʰ t̪͡s̪ t̪͡s̪ʼ d̪͡z̪ s̪ z̪ n t͡sʰ t͡s t͡sʼ d͡z s z l r t͡sʰʷ t͡sʷ t͡sʼʷ d͡zʷ sʷ zʷ j kʰ k ɡ kʼ x ɣ kʰʷ kʷ ɡʷ kʼʷ","-","?","?","?",
"taid1248","tyj","Tai Do-Mene-Yo",104.938,19.1801,"Tai-Kadai","ARTICLE","Chamberlain, James R.","1991","Mène: a Tai dialect originally spoken in Nghê An (Nghê Tinh), Viêtnam - preliminary linguistic observations and historical implications",,,,,"Journal of the Siam Society","103--123","79",2,,"p t c k pʰ tʰ kʰ h b d ʔ m n ɲ ŋ f s v j l i iː ɨ ɨː u uː e eː ə əː o oː ɛ ɛː a aː ɔ ɔː","LR LF FR H HF HRC LFC","p t c k pʰ tʰ kʰ h b d ʔ m n ɲ ŋ f s v j l w kv kʰv hv ʔv ŋv sv","i iː ɨ ɨː u uː e eː ə əː o oː ɛ ɛː a aː ɔ ɔː ia ɨa ua","# p t c k ʔ m n ŋ w j","<ï ïï ë ëë> transcribed as /ɨ ɨː ə əː/. It is assumed that an onset is obligatory, given that the source does not mention zero initial."
"kara1462","kim","Taiga Sayan Turkic",98.3792,53.7145,"Turkic","BOOK","Ragagnin, Elisabetta","2011","Dukhan, a Turkic variety of Northern Mongolia: Description and analysis","Harrassowitz",,,,,,,,,"a e o ø i ɯ u y aː eː oː øː iː ɯː uː yː pʰ p m tʰ t n h͡s s l r d͡ʒ h͡ʃ ʃ j t͡ʃʰ h͡k k ŋ h","-","# C","a e o ø i ɯ u y aː eː oː øː iː ɯː uː yː","# C CC",
"taji1245","tgk","Tajik",68.5549,38.8213,"Indo-European","BOOK","Perry, John R.","2005","A Tajik Persian reference grammar","Brill",,,,,,,,,"i u e ə o a p t t͡ʃ k q b d d͡ʒ ɡ ʔ m n f s ʃ x h v z ʒ ɣ l r j","-","C","i u e ə o a","# C CC",
